Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,num_academia,num_company
631,Discrete Trust-aware Matrix Factorization for Fast Recommendation,Northeastern University,Northeastern University," Tencent AI Lab, Chin",Northeastern University," JD AI Research, Chin",,,,,,,,,,,,,,,,,,,,3.0,2.0
632,Diversity-Inducing Policy Gradient: Using Maximum Mean Discrepancy to Find a Set of Diverse Policies,Harvard University,Harvard University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
633,Who Should Pay the Cost: A Game-theoretic Model for Government Subsidized Investments to Improve National Cybersecurity,Nanyang Technological University,Nanyang Technological University,University of Nebraska–Lincoln,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
634,Positive and Unlabeled Learning with Label Disambiguation,Nanjing University of Science and Technology,Nanjing University of Science and Technology,University of Sydney,Nanjing University of Science and Technology, Jiangsu Key Lab of Image and Video Understanding for Social Securit,Nanjing University of Science and Technology,,,,,,,,,,,,,,,,,,,5.0,0.0
635,Adaptive User Modeling with Long and Short-Term Preferences for Personalized Recommendation,Shanghai Jiao Tong University,Microsoft Research Asia (China),Microsoft (United States),Shanghai Jiao Tong University,Microsoft Research Asia (China),,,,,,,,,,,,,,,,,,,,2.0,3.0
636,Network Embedding under Partial Monitoring for Evolving Networks,Tsinghua University,Tsinghua University," Tencent Technology (SZ) Co., Ltd",,,,,,,,,,,,,,,,,,,,,,2.0,0.0
637,Conditions on Features for Temporal Difference-Like Methods to Converge,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
638,A Document-grounded Matching Network for Response Selection in Retrieval-based Chatbots,Peking University,Peking University,Microsoft (United States),Microsoft (United States),Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,,,6.0,2.0
639,Knowledge-enhanced Hierarchical Attention for Community Question Answering with Multi-task and Adaptive Learning,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology,University of Chinese Academy of Sciences,Shenzhen University,South China University of Technology,Chongqing University,Peking University,,,,,,,,,,,,,,,,,,7.0,0.0
640,The Price of Governance: A Middle Ground Solution to Coordination in Organizational Control,Sun Yat-sen University,Dalian University of Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
641,On Strategyproof Conference Peer Review,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
642,VEST: A System for Vulnerability Exploit Scoring & Timing,Dartmouth College,George Mason University,Dartmouth College,George Mason University,Dartmouth College,,,,,,,,,,,,,,,,,,,,5.0,0.0
643,Cautious Rule-Based Collective Inference,Technical University of Munich,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
644,Multiplicative Sparse Feature Decomposition for Efficient Multi-View Multi-Task Learning,Kyoto University,Kyoto University,Kyoto University,Aalto University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
645,AugBoost: Gradient Boosting Enhanced with Step-Wise Feature Augmentation,Tel Aviv University,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
646,Ad Hoc Teamwork with Behavior Switching Agents,The University of Texas at Austin,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
647,From Statistical Transportability to Estimating the Effect of Stochastic Interventions,Purdue University System,Purdue University System,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
648,Chasing Sets: How to Use Existential Rules for Expressive Reasoning,TU Dresden,TU Dresden,TU Dresden,TU Dresden,,,,,,,,,,,,,,,,,,,,,4.0,0.0
649,Structure Learning for Safe Policy Improvement,Delft University of Technology,Delft University of Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
650,Persistence Bag-of-Words for Topological Data Analysis,Institute of Computer Science,Jagiellonian University,Institute of Computer Science,Jagiellonian University,Institute of Computer Science,Jagiellonian University,St. Pölten University of Applied Sciences,Swansea University,,,,,,,,,,,,,,,,,8.0,0.0
651,Playing Card-Based RTS Games with Deep Reinforcement Learning,Peking University,Peking University, Babeltime Technology Co,Peking University,Peking University,,,,,,,,,,,,,,,,,,,,4.0,0.0
652,EL Embeddings: Geometric Construction of Models for the Description Logic EL ++,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,Dalhousie University,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
653,Quality Control Attack Schemes in Crowdsourcing *,University of Sheffield,University of Sheffield,University of Queensland,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
654,Reward Learning for Efficient Reinforcement Learning in Extractive Document Summarisation,University of London,Technical University of Darmstadt,Technical University of Darmstadt,Technical University of Darmstadt,,,,,,,,,,,,,,,,,,,,,4.0,0.0
655,SPINE: Structural Identity Preserved Inductive Network Embedding,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
656,Mask and Infill: Applying Masked Language Model to Sentiment Transfer,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,Institute of Information Engineering,,,,,,,,,,,,,,,,,,7.0,0.0
657,T-CVAE: Transformer-Based Conditioned Variational Autoencoder for Story Completion,Institute of Computer Science,Institute of Computer Science,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
658,ACTA A Tool for Argumentative Clinical Trial Analysis,Université Côte d'Azur,Université Côte d'Azur,Université Côte d'Azur,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
659,The pywmi Framework and Toolbox for Probabilistic Inference using Weighted Model Integration *,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,University of Trento,,,,,,,,,,,,,,,,9.0,0.0
660,Approval-Based Elections and Distortion of Voting Rules,University of Warsaw,University of Warsaw,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
661,Diffusion and Auction on Graphs,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,ShanghaiTech University,Kyushu University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
662,Complementary Learning for Overcoming Catastrophic Forgetting Using Experience Replay,University of Pennsylvania,Weizmann Institute of Science,Weizmann Institute of Science,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
663,Gradient Boosting with Piece-Wise Linear Regression Trees,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
664,Perception-Aware Point-Based Value Iteration for Partially Observable Markov Decision Processes,The University of Texas at Austin,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
665,Constraint-Based Scheduling with Complex Setup Operations: An Iterative Two-Layer Approach,Université de Toulouse,Université de Toulouse,Université de Toulouse,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
666,Iterative Budgeted Exponential Search,University of Basel,DeepMind (United Kingdom),Universidade Federal de Viçosa,DeepMind (United Kingdom),Alberta Hospital Edmonton,,,,,,,,,,,,,,,,,,,,3.0,2.0
667,Robust Embedding with Multi-Level Structures for Link Prediction,Institute of Information Engineering,University of Chinese Academy of Sciences,Shandong University,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,9.0,0.0
668,Distributed Collaborative Feature Selection Based on Intermediate Representation,University of Tsukuba,University of Tsukuba,University of Tsukuba,University of Tsukuba,,,,,,,,,,,,,,,,,,,,,4.0,0.0
669,Multi-scale Information Diffusion Prediction with Reinforced Recurrent Networks,Tsinghua University,Tsinghua University,Tsinghua University,University of Milan,HEC Montréal,Canadian Institute for Advanced Research,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Stanford University,,,,,,,,,16.0,0.0
670,Neural Discourse Segmentation,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
671,Strategy Logic with Simple Goals: Tractable Reasoning about Strategies,Imperial College London,University of Évry Val d'Essonne,Polish Academy of Sciences,University of Luxembourg,Polish Academy of Sciences,University of Évry Val d'Essonne,University of Naples Federico II,,,,,,,,,,,,,,,,,,7.0,0.0
672,Multi-Agent Pathfinding with Continuous Time," Federal Research Center ""Computer Science and Control"" of Russian Academy of Science",Peoples' Friendship University of Russia," Federal Research Center ""Computer Science and Control"" of Russian Academy of Science",National Research University Higher School of Economics,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,,,,,,,,,,,,,,,,,,,4.0,0.0
673,Learning Network Embedding with Community Structural Information,Jilin University,Jilin University,Jilin University,Jilin University,Jilin University of Finance and Economics,Florida State University,Jilin University,,,,,,,,,,,,,,,,,,7.0,0.0
674,Worst-Case Discriminative Feature Selection,Xidian University,Xidian University,Northwestern Polytechnical University,Xidian University,Xidian University,,,,,,,,,,,,,,,,,,,,5.0,0.0
675,Dense Temporal Convolution Network for Sign Language Translation,Hefei University of Technology,Hefei University of Technology,The University of Texas at San Antonio,Hefei University of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
676,Dynamic Feature Fusion for Semantic Edge Detection,Institute of Remote Sensing and Digital Earth,University of Chinese Academy of Sciences,National University of Singapore,Institute of Remote Sensing and Digital Earth,University of Chinese Academy of Sciences,National University of Singapore,,,,,,,,,,,,,,,,,,,6.0,0.0
677,Entangled Kernels,Aix-Marseille University,Aix-Marseille University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
678,Measuring Structural Similarities in Finite MDPs,Inception Institute of Artificial Intelligence,Nanjing University,Inception Institute of Artificial Intelligence,Nanjing University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
679,Interpolation Consistency Training for Semi-Supervised Learning,Aalto University,University of Milan,University of Milan,Aalto University,University of Milan,Meta (Israel),,,,,,,,,,,,,,,,,,,5.0,1.0
680,Dynamically Route Hierarchical Structure Representation to Attentive Capsule for Text Classification,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,,7.0,0.0
681,Demonstration of PerformanceNet: A Convolutional Neural Network Model for Score-to-Audio Music Generation,"Research Center for Information Technology Innovation, Academia Sinica","Research Center for Information Technology Innovation, Academia Sinica","Research Center for Information Technology Innovation, Academia Sinica",,,,,,,,,,,,,,,,,,,,,,3.0,0.0
682,Towards Efficient Detection and Optimal Response against Sophisticated Opponents,Tianjin University,Tianjin University,Tianjin University," MMW, Tsinghua Universit",Tianjin University," Beifang Investigation, Design & Research CO.LT",,,,,,,,,,,,,,,,,,,5.0,1.0
683,MEGAN: A Generative Adversarial Network for Multi-View Network Embedding,Pennsylvania State University,Pennsylvania State University,Pennsylvania State University,Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
684,Adversarial Graph Embedding for Ensemble Clustering,Northeastern University,Brandeis University,Massachusetts Institute of Technology,Adobe Systems (United States),Northeastern University,Northeastern University,,,,,,,,,,,,,,,,,,,5.0,1.0
685,Solving Continual Combinatorial Selection via Deep Reinforcement Learning,Korea Advanced Institute of Science and Technology,King's College London,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,Naver (South Korea),Naver (South Korea),Korea Advanced Institute of Science and Technology,,,,,,,,,,,,,,,,,6.0,2.0
686,Adversarial Machine Learning with Double Oracle,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
687,Personal Context Recognition via Skeptical Learning,University of Trento,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
688,Multi-Population Congestion Games With Incomplete Information," Department of Mathematics, University of Warwic"," Department of Computer Science, University of Warwic",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
689,CoSegNet: Image Co-segmentation Using a Conditional Siamese Convolutional Network,Indian Institute of Technology Bombay,Italian Institute of Technology,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,,,,,,,,,,,,,,,,,,,,,4.0,0.0
690,Differentially Private Iterative Gradient Hard Thresholding for Sparse Learning,Los Angeles Medical Center,Los Angeles Medical Center,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
691,Knowledgeable Storyteller: A Commonsense-Driven Generative Model for Visual Storytelling,Beijing Institute of Big Data Research,Peking University,Peking University,Peking University,Peking University,Peking University," JD AI Research, Chin",Beijing Institute of Big Data Research,Peking University,,,,,,,,,,,,,,,,6.0,1.0
692,Adapting BERT for Target-Oriented Multimodal Sentiment Classification,Nanjing University of Science and Technology,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
